koi_disposition,koi_period,koi_prad,koi_sma,koi_teq,koi_impact,koi_duration,koi_depth,koi_slogg,koi_srad,koi_kepmag,koi_smass,planet_star_radius_ratio,transit_depth,koi_max_sngle_ev,koi_max_mult_ev,kepoi_name,kepler_name,koi_dor,koi_parm_prov,koi_ror,koi_srho,koi_fittype,koi_datalink_dvr,koi_period_err1,koi_period_err2,koi_depth_err1,koi_depth_err2,koi_ror_err1,koi_ror_err2,koi_num_transits,detection_confidence,period_precision,depth_precision,is_grazing_transit,planets_in_system,is_multi_planet_system,physical_realism_score,detection_quality_score
CONFIRMED,3.823157,0.77,0.0511,1282.0,0.064,2.388,47.2,4.422,1.122,12.692,1.213,0.0062903254,39.56819463694815,4.30282,13.399375,K04157.01,Kepler-1982 b,12.3,q1_q17_dr25_koi,0.006294,2.40673,LS+MCMC,004/004548/004548098/dv/kplr004548098-20160209194854_dvr.pdf,4.48e-05,-4.48e-05,6.6,-6.6,0.000634,-0.000341,352.0,8.8510975,85338.32589285714,7.151515151515152,0,2747.0,1,3.0,6.164799413746833
FALSE POSITIVE,0.8423364,0.9,0.0171,1941.0,0.266,1.519,80.1,4.415,0.998,13.319,0.943,0.008265845,68.3241810954687,6.438646,11.996255,K04158.01,UNVETTED,4.17,q1_q17_dr25_koi,0.008213,1.92958,LS+MCMC,005/005306/005306383/dv/kplr005306383-20160209194854_dvr.pdf,7.17e-06,-7.17e-06,11.9,-11.9,0.000565,-0.00086,1589.0,9.2174505,117480.66945606694,6.731092436974789,0,1.0,0,2.0,7.668188817907433
FALSE POSITIVE,339.42935,0.1,0.001,100.0,-999.0,7.5,-999.0,3.0,0.1,13.113,-999.0,0.009165903,84.01377489853236,-999.0,-999.0,K00142.02,UNVETTED,-999.0,q1_q16_koi,-999.0,-999.0,none,UNKNOWN,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3397691191191191,-1.0,0,1.0,0,1.0,
CANDIDATE,13.603209,0.75,0.0903,397.0,0.777,2.592,181.0,4.746,0.511,15.108,0.531,0.01345289,180.98026731065087,3.076035,8.274594,K00255.02,UNVETTED,26.1,q1_q17_dr25_koi,0.013466,1.8208,LS+MCMC,007/007021/007021681/dv/kplr007021681-20160209194854_dvr.pdf,0.000183,-0.000183,24.8,-24.8,0.00415,-0.00129,97.0,5.675314500000001,74334.47540983606,7.298387096774193,0,1.0,0,5.0,4.853326740693474
FALSE POSITIVE,0.91446894,36.84,0.018,1884.0,1.271,2.695,3430.0,4.415,0.989,14.582,0.927,0.34142756,116572.78137769215,21.029158,140.95697,K04085.01,UNVETTED,1.704,q1_q17_dr25_koi,0.341086,0.11186,LS+MCMC,005/005041/005041847/dv/kplr005041847-20160209194854_dvr.pdf,4.07e-07,-4.07e-07,20.5,-20.5,0.623,-0.123,971.0,80.993064,2246852.4324324327,167.3170731707317,1,1.0,0,0.0,8.201871398552068
FALSE POSITIVE,1.5403974,1.08,0.0237,1520.0,0.723,1.787,128.0,4.421,0.884,14.608,0.751,0.011198162,125.39882865017114,3.938055,12.913409,K04086.01,UNVETTED,4.73,q1_q17_dr25_koi,0.01114,0.84225,LS+MCMC,003/003836/003836558/dv/kplr003836558-20160209194854_dvr.pdf,1.71e-05,-1.71e-05,28.9,-28.9,0.00112,-0.00233,864.0,8.425732,90081.71929824562,4.429065743944637,0,1.0,0,3.0,7.0161635333939385
CONFIRMED,8.458051,2.52,0.0875,1117.0,0.697,2.998,259.0,4.198,1.471,14.806,1.25,0.015702294,246.56205151655777,4.2561727,16.042082,K02243.02,Kepler-1154 c,15.95,q1_q17_dr25_koi,0.015703,1.07235,LS+MCMC,004/004770/004770617/dv/kplr004770617-20160209194854_dvr.pdf,4.52e-05,-4.52e-05,15.5,-15.5,0.00411,-0.00104,140.0,10.14912735,187125.02212389378,16.70967741935484,0,2747.0,1,2.0,5.337662287580606
CONFIRMED,101.1107,1.61,0.3548,229.0,0.046,8.029,878.0,4.705,0.561,15.134,0.578,0.026304998,691.9528913370438,7.301132,15.703634,K04087.01,Kepler-440 b,98.64,q1_q17_dr25_koi,0.026318,1.77604,LS+MCMC,006/006106/006106282/dv/kplr006106282-20160209194854_dvr.pdf,0.000953,-0.000953,42.2,-42.2,0.00125,-0.000764,10.0,11.502383,106097.27177334733,20.805687203791468,0,2747.0,1,5.0,2.821136184466311
FALSE POSITIVE,0.90794367,49.37,0.0191,2219.0,1.356,1.9144,1030.0,4.354,1.166,13.819,1.119,0.3880966,150618.96273120097,3.9856975,14.05268,K04088.01,UNVETTED,1.731,q1_q17_dr25_koi,0.387729,0.11906,LS+MCMC,004/004946/004946584/dv/kplr004946584-20160209194854_dvr.pdf,1.01e-06,-1.01e-06,23.2,-23.2,3.94,-0.157,1472.0,9.01918875,898954.1287128712,44.396551724137936,1,1.0,0,0.0,7.766791918857619
FALSE POSITIVE,94.44685,7.13,0.4316,611.0,0.977,7.502,436.0,3.729,2.478,13.939,1.201,0.02637324,695.5477570072976,5.8116317,14.273604,K04163.01,UNVETTED,30.4,q1_q17_dr25_koi,0.02636,0.05946,LS+MCMC,006/006463/006463499/dv/kplr006463499-20160209194854_dvr.pdf,0.00143,-0.00143,27.3,-27.3,6.61,-0.00521,12.0,10.042617850000001,66046.74825174824,15.97069597069597,1,1.0,0,2.0,2.9485243449847056
FALSE POSITIVE,0.9256594,0.88,0.0203,2383.0,0.042,1.488,30.0,4.135,1.612,12.6,1.296,0.0050037187,25.03720055593573,3.5409713,12.531257,K04164.01,UNVETTED,4.81,q1_q17_dr25_koi,0.005009,2.45176,LS+MCMC,008/008254/008254882/dv/kplr008254882-20160209194854_dvr.pdf,4.4e-06,-4.4e-06,3.1,-3.1,0.000382,-0.000258,1445.0,8.03611415,210377.13636363635,9.67741935483871,0,1.0,0,2.0,7.593730661307902
FALSE POSITIVE,0.53711015,32.19,0.0141,3000.0,1.106,1.7976,92.0,3.739,2.537,13.078,1.288,0.116298944,13525.443599665765,3.82511,15.379113,K04165.01,UNVETTED,1.162,q1_q17_dr25_koi,0.116204,0.10289,LS+MCMC,006/006042/006042031/dv/kplr006042031-20160209194854_dvr.pdf,8.79e-07,-8.79e-07,2.8,-2.8,0.578,-0.00231,2484.0,9.6021115,611046.8145620022,32.85714285714286,1,1.0,0,0.0,8.26626405273871
CONFIRMED,9.842621,2.41,0.0918,801.0,0.234,1.6018,626.0,4.49,0.972,15.308,1.064,0.022726158,516.4782701529301,3.6615045,14.454476,K04166.01,Kepler-1944 b,46.73,q1_q17_dr25_koi,0.022683,19.93158,LS+MCMC,004/004078/004078311/dv/kplr004078311-20160209194854_dvr.pdf,3.53e-05,-3.53e-05,43.4,-43.4,0.00113,-0.00101,109.0,9.05799025,278827.79036827193,14.423963133640553,0,2747.0,1,2.0,5.064652503059503
FALSE POSITIVE,2.9919481,0.78,0.0378,1019.0,0.71,4.39,99.6,4.62,0.727,14.395,0.812,0.009834118,96.70988847966169,3.3515177,16.67453,K04167.01,UNVETTED,3.83,q1_q17_dr25_koi,0.009778,0.11837,LS+MCMC,005/005475/005475735/dv/kplr005475735-20160209194854_dvr.pdf,3.76e-05,-3.76e-05,6.4,-6.4,0.00171,-0.000988,446.0,10.01302385,79573.08776595745,15.562499999999998,0,1.0,0,3.0,6.483402943488214
CONFIRMED,62.30269,3.05,0.2965,454.0,0.712,7.509,859.0,4.415,0.971,14.534,0.895,0.028790941,828.9182810183237,9.280413,33.319363,K00435.05,Kepler-154 c,47.1,q1_q17_dr25_koi,0.028719,0.50914,LS+MCMC,011/011709/011709124/dv/kplr011709124-20160209194854_dvr.pdf,0.000263,-0.000263,19.4,-19.4,0.00273,-0.00205,21.0,21.299888000000003,236892.35741444866,44.27835051546392,0,2747.0,1,3.0,3.6853242338269148
CONFIRMED,72.3827,4.21,0.355,575.0,0.791,8.279,366.0,3.897,1.988,12.848,1.136,0.01941069,376.7748714821823,7.6299343,19.336872,K02175.02,Kepler-368 c,43.0,q1_q17_dr25_koi,0.019396,0.28658,LS+MCMC,009/009022/009022166/dv/kplr009022166-20160209194854_dvr.pdf,0.000695,-0.000695,13.1,-13.1,0.00271,-0.00207,9.0,13.483403150000001,104147.76978417266,27.938931297709924,0,2747.0,1,2.0,2.7739379037255643
FALSE POSITIVE,360.3301,2.34,0.9229,200.0,0.3698,15.16,1020.0,4.606,0.74,15.892,0.81,0.028984072,840.0763802673555,-999.0,-999.0,K04019.01,UNVETTED,174.3,q1_q16_koi,0.028979,0.77213,MCMC,UNKNOWN,0.0202,-0.0202,109.0,-109.0,0.00136,-0.00251,-999.0,-999.0,17838.12376237624,9.357798165137615,0,1.0,0,4.0,
FALSE POSITIVE,0.56680316,1.93,0.0142,2380.0,0.822,1.643,246.0,4.435,1.096,14.65,1.193,0.016140686,260.521763046399,3.7987587,9.516392,K04020.01,UNVETTED,1.81,q1_q17_dr25_koi,0.016134,0.34901,LS+MCMC,007/007038/007038096/dv/kplr007038096-20160209194854_dvr.pdf,9.45e-07,-9.45e-07,5.9,-5.9,0.306,-0.00684,1178.0,6.65757535,599791.7037037037,41.69491525423729,0,1.0,0,2.0,7.514405637282061
FALSE POSITIVE,15.346602,3.64,0.1414,1194.0,0.591,4.966,239.0,3.934,2.259,14.335,1.597,0.014769317,218.13271470619316,4.0977774,10.7401285,K07652.01,UNVETTED,19.5,q1_q17_dr25_koi,0.01477,0.59544,LS+MCMC,003/003345/003345973/dv/kplr003345973-20160209194854_dvr.pdf,0.000243,-0.000243,22.0,-22.0,0.000564,-0.00113,88.0,7.41895295,63154.740740740745,10.863636363636363,0,1.0,0,2.0,4.810173694628578
CANDIDATE,7.2353134,1.53,0.0783,1207.0,0.326,3.338,112.0,4.219,1.421,13.166,1.22,0.009868988,97.3969158015187,4.234143,18.60213,K04021.01,UNVETTED,15.84,q1_q17_dr25_koi,0.009843,1.43553,LS+MCMC,011/011967/011967788/dv/kplr011967788-20160209194854_dvr.pdf,5.22e-05,-5.22e-05,9.1,-9.1,0.000469,-0.000546,182.0,11.4181365,138607.53639846743,12.307692307692308,0,1.0,0,3.0,5.5825017415450455
FALSE POSITIVE,0.53110665,7.54,0.0116,1781.0,0.94,3.0293,5130.0,4.539,0.762,15.169,0.732,0.09069673,8225.896633774575,8.040295,27.075521,K04089.01,UNVETTED,1.2442,q1_q17_dr25_koi,0.090648,0.12917,LS+MCMC,011/011972/011972872/dv/kplr011972872-20160209194854_dvr.pdf,1.69e-07,-1.69e-07,29.3,-29.3,0.00387,-0.00389,2513.0,17.557907999999998,3142642.899408284,175.08532423208192,1,1.0,0,0.0,8.522306336583728
FALSE POSITIVE,1.3325475,1.23,0.0243,1719.0,0.746,4.521,130.0,4.471,0.999,15.164,1.077,0.011285346,127.35903074645178,4.8621373,17.25378,K04090.01,UNVETTED,1.756,q1_q17_dr25_koi,0.01131,0.05772,LS+MCMC,009/009899/009899233/dv/kplr009899233-20160209194854_dvr.pdf,8.52e-06,-8.52e-06,6.0,-6.0,0.00198,-0.000881,1009.0,11.05795865,156402.28873239437,21.666666666666668,0,1.0,0,3.0,7.340374737986105
CONFIRMED,225.58525,3.71,0.7681,348.0,0.066,11.166,755.0,4.243,1.363,14.9,1.185,0.024949009,622.4530601387414,9.851951,16.416048,K04091.01,Kepler-1550 b,157.86,q1_q17_dr25_koi,0.024932,1.46229,LS+MCMC,003/003103/003103227/dv/kplr003103227-20160209194854_dvr.pdf,0.00358,-0.00358,46.5,-46.5,0.00128,-0.000719,5.0,13.1339995,63012.639664804476,16.236559139784948,0,2747.0,1,4.0,2.2078027301736847
CONFIRMED,24.497269,2.74,0.1772,722.0,0.817,5.43,449.0,4.399,1.162,15.152,1.232,0.02161323,467.13173058219246,4.460525,15.612547,K04092.01,Kepler-1551 b,21.2,q1_q17_dr25_koi,0.021608,0.29952,LS+MCMC,004/004850/004850961/dv/kplr004850961-20160209194854_dvr.pdf,0.000203,-0.000203,26.2,-26.2,0.00312,-0.00225,43.0,10.036536,120676.20197044335,17.137404580152673,0,2747.0,1,3.0,4.1743526296464
FALSE POSITIVE,4.2025385,0.71,0.0479,1136.0,0.937,5.389,31.5,4.343,1.015,13.598,0.829,0.0064116167,41.10882955310751,3.3768263,7.4794803,K07643.01,UNVETTED,2.39,q1_q17_dr25_koi,0.006446,0.0146,LS+MCMC,003/003102/003102309/dv/kplr003102309-20160209194854_dvr.pdf,8.62e-05,-8.62e-05,4.1,-4.1,0.000448,-0.00153,324.0,5.4281533,48753.346867749424,7.682926829268293,1,1.0,0,3.0,6.05424258174451
FALSE POSITIVE,0.5355788,33.97,0.0135,2870.0,1.225,1.7973,194.0,4.264,1.313,13.94,1.16,0.23714069,56235.7045250279,4.327896,25.577068,K04093.01,UNVETTED,1.291,q1_q17_dr25_koi,0.236948,0.14186,LS+MCMC,008/008521/008521059/dv/kplr008521059-20160209194854_dvr.pdf,7.92e-07,-7.92e-07,6.3,-6.3,0.82,-0.065,2492.0,14.952482,676235.8585858586,30.793650793650794,1,1.0,0,0.0,8.316693564450986
FALSE POSITIVE,0.8948632,1.19,0.0179,1764.0,0.65,2.657,172.0,4.548,0.863,15.863,0.959,0.012638962,159.74336557215955,3.351186,13.152497,K04151.01,UNVETTED,2.151,q1_q17_dr25_koi,0.012638,0.23504,LS+MCMC,005/005217/005217574/dv/kplr005217574-20160209194854_dvr.pdf,8.02e-06,-8.02e-06,13.1,-13.1,0.00471,-0.000754,1270.0,8.251841500000001,111578.95261845387,13.129770992366412,0,1.0,0,2.0,7.494906085126689
CANDIDATE,64.186226,8.0,0.3686,839.0,0.968,8.485,507.0,3.766,2.758,12.972,1.618,0.0265871,706.8739043681315,5.901675,16.229204,K04152.01,UNVETTED,19.81,q1_q17_dr25_koi,0.026574,0.03572,LS+MCMC,007/007199/007199060/dv/kplr007199060-20160209194854_dvr.pdf,0.000994,-0.000994,28.3,-28.3,0.000532,-0.00656,19.0,11.0654395,64573.66800804829,17.915194346289752,1,1.0,0,1.0,3.400383221829005
CONFIRMED,4.6260285,1.65,0.0516,1012.0,0.739,0.643,347.0,4.566,0.797,14.667,0.852,0.018975833,360.0822755364839,3.730303,13.297741,K04153.01,Kepler-1942 b,38.6,q1_q17_dr25_koi,0.018932,50.65963,LS+MCMC,008/008439/008439323/dv/kplr008439323-20160209194854_dvr.pdf,1.06e-05,-1.06e-05,32.3,-32.3,0.000491,-0.00257,296.0,8.514022,436417.78301886795,10.743034055727556,0,2747.0,1,3.0,6.025198380649324
CONFIRMED,8.934849,1.83,0.0928,1124.0,0.888,2.579,136.0,4.304,1.347,13.827,1.336,0.012452563,155.0663222887977,3.753287,12.093221,K02303.02,Kepler-1181 c,12.89,q1_q17_dr25_koi,0.012415,0.50724,LS+MCMC,004/004458/004458082/dv/kplr004458082-20160209194854_dvr.pdf,9.71e-05,-9.71e-05,16.5,-16.5,0.00371,-0.0018,134.0,7.923254,92016.982492276,8.242424242424242,0,2747.0,1,3.0,5.206887739952522
FALSE POSITIVE,7.0471616,1.1,0.0684,817.0,0.856,2.693,151.0,4.592,0.776,15.13,0.869,0.012992904,168.8155416808777,3.0500283,8.211484,K07647.01,UNVETTED,10.86,q1_q17_dr25_koi,0.012952,0.48746,LS+MCMC,003/003230/003230095/dv/kplr003230095-20160209194854_dvr.pdf,7.66e-05,-7.66e-05,25.5,-25.5,5.6e-05,-0.00208,186.0,5.63075615,91999.49869451697,5.921568627450981,0,1.0,0,3.0,5.480880420775484
FALSE POSITIVE,368.71478,50.0,0.9969,236.0,1.9265,16.46,1210.0,4.544,0.872,15.593,0.97,0.5255678,276221.53707380866,-999.0,-999.0,K04154.01,UNVETTED,58.3,q1_q16_koi,0.956304,0.02755,MCMC,UNKNOWN,0.0148,-0.0148,115.0,-115.0,0.043,-0.631,-999.0,-999.0,24913.160810810812,10.521739130434783,1,1.0,0,2.0,
CANDIDATE,4.9321194,1.02,0.0606,1372.0,0.034,3.144,50.5,4.219,1.421,13.166,1.22,0.006579325,43.28751813400831,2.9876978,13.970231,K04021.02,UNVETTED,12.07,q1_q17_dr25_koi,0.00655,1.36813,LS+MCMC,011/011967/011967788/dv/kplr011967788-20160209194854_dvr.pdf,7.15e-05,-7.15e-05,7.8,-7.8,0.000607,-0.000495,261.0,8.4789644,68980.69090909092,6.4743589743589745,0,1.0,0,3.0,5.854281983727186
CANDIDATE,4.8581944,2.04,0.0595,1685.0,0.086,5.356,76.3,3.78,2.326,13.269,1.188,0.008038883,64.62363946270622,3.2296875,18.838116,K04022.01,UNVETTED,6.984,q1_q17_dr25_koi,0.008031,0.27305,LS+MCMC,007/007733/007733731/dv/kplr007733731-20160209194854_dvr.pdf,2.68e-05,-2.68e-05,3.5,-3.5,0.00026,-0.000266,279.0,11.03390175,181275.9104477612,21.8,0,1.0,0,2.0,6.057804674265289
FALSE POSITIVE,119.019264,4.44,0.4772,350.0,0.79,8.1,1980.0,4.534,0.905,15.644,1.021,0.044968627,2022.177531625662,13.444217,22.74429,K04023.01,UNVETTED,76.8,q1_q17_dr25_koi,0.044969,0.60544,LS+MCMC,006/006862/006862332/dv/kplr006862332-20160209194854_dvr.pdf,0.000919,-0.000919,74.4,-74.4,6.7e-05,-0.00489,11.0,18.0942535,129509.53645266595,26.61290322580645,0,1.0,0,3.0,2.9976775019536603
CONFIRMED,8.406931,1.95,0.0781,1048.0,0.015,1.866,167.0,4.02,1.533,13.801,0.899,0.011659172,135.93628966888886,4.0323477,14.975676,K04024.01,Kepler-1541 b,34.8,q1_q17_dr25_koi,0.011643,11.30804,LS+MCMC,010/010714/010714072/dv/kplr010714072-20160209194854_dvr.pdf,9.71e-05,-9.71e-05,31.5,-31.5,0.00133,-0.00117,162.0,9.50401185,86580.13388259526,5.301587301587301,0,2747.0,1,3.0,5.372870474736328
CANDIDATE,3.399048,0.81,0.0423,1191.0,0.596,2.922,69.6,4.444,0.929,14.803,0.876,0.007991799,63.86885178215995,3.3743656,7.6781254,K07644.01,UNVETTED,7.26,q1_q17_dr25_koi,0.007945,0.62775,LS+MCMC,003/003110/003110177/dv/kplr003110177-20160209194854_dvr.pdf,4.61e-05,-4.61e-05,12.0,-12.0,0.000685,-0.000757,393.0,5.5262455,73732.0607375271,5.8,0,1.0,0,3.0,6.22330562551614
FALSE POSITIVE,0.9744791,1.19,0.0177,1513.0,0.224,1.866,221.0,4.502,0.819,14.655,0.776,0.013317979,177.36855099478308,3.3540735,20.374414,K04025.01,UNVETTED,3.991,q1_q17_dr25_koi,0.013336,1.26657,LS+MCMC,010/010992/010992011/dv/kplr010992011-20160209194854_dvr.pdf,3.38e-06,-3.38e-06,11.5,-11.5,0.00057,-0.000504,1100.0,11.86424375,288307.426035503,19.217391304347824,0,1.0,0,2.0,7.4232708931885005
FALSE POSITIVE,3.5701778,50.0,0.0521,3000.0,0.094,4.473,79.6,3.0,69.001,13.334,1.479,0.0066418624,44.11433510270371,6.4342294,19.420488,K04094.01,UNVETTED,6.15,q1_q17_dr25_koi,0.007613,0.34444,LS+MCMC,008/008128/008128247/dv/kplr008128247-20160209194854_dvr.pdf,7.87e-05,-7.87e-05,10.8,-10.8,0.000733,-0.000666,378.0,12.9273587,45364.39390088945,7.370370370370369,0,1.0,0,1.0,6.279279605409222
FALSE POSITIVE,1.1060119,0.77,0.0216,1903.0,0.532,2.577,52.9,4.45,1.031,14.363,1.088,0.006845534,46.861330883578844,3.8536906,11.506173,K04095.01,UNVETTED,2.9,q1_q17_dr25_koi,0.00688,0.37537,LS+MCMC,006/006276/006276994/dv/kplr006276994-20160209194854_dvr.pdf,1.05e-05,-1.05e-05,4.5,-4.5,0.00024,-0.000437,1209.0,7.6799318,105334.46666666666,11.755555555555555,0,1.0,0,3.0,7.429771647245711
FALSE POSITIVE,6.8736553,1.21,0.0694,906.0,0.08,3.5415,181.0,4.492,0.912,14.046,0.943,0.012160902,147.8875324967072,4.271751,13.040112,K04096.01,UNVETTED,14.972746,q1_q17_dr25_koi,0.012189,1.34396,LS,009/009674/009674564/dv/kplr009674564-20160209194854_dvr.pdf,-999.0,-999.0,-999.0,-999.0,0.0,0.0,197.0,8.655931500000001,0.006880535835835836,0.18118118118118118,0,1.0,0,3.0,5.391477839575651
CONFIRMED,0.62628174,1.76,0.0133,1711.0,0.553,1.1812,433.0,4.505,0.823,15.622,0.79,0.019601446,384.2166349376652,4.084274,23.554861,K02250.02,Kepler-1814 c,3.547,q1_q17_dr25_koi,0.019583,2.15267,LS+MCMC,005/005942/005942808/dv/kplr005942808-20160209194854_dvr.pdf,1.04e-06,-1.04e-06,16.5,-16.5,0.00788,-0.000879,1264.0,13.8195675,602193.9807692308,26.242424242424242,0,2747.0,1,2.0,7.611500623462136
CANDIDATE,1.183505,0.8,0.0203,1293.0,0.403,1.275,117.0,4.592,0.746,15.424,0.791,0.009829386,96.61683749444887,3.2772505,7.6572123,K07648.01,UNVETTED,6.6,q1_q17_dr25_koi,0.00985,3.88689,LS+MCMC,003/003232/003232249/dv/kplr003232249-20160209194854_dvr.pdf,7.33e-06,-7.33e-06,15.3,-15.3,0.000817,-0.000793,1127.0,5.4672314,161460.43656207368,7.647058823529411,0,1.0,0,3.0,7.298595670330257
CONFIRMED,2.7906435,0.99,0.0334,816.0,0.787,0.6871,202.0,4.681,0.603,13.435,0.648,0.015048497,226.4572680490626,3.562026,14.718759,K04097.01,Kepler-1939 b,19.89,q1_q17_dr25_koi,0.014965,19.1089,LS+MCMC,005/005688/005688683/dv/kplr005688683-20160209194854_dvr.pdf,4.44e-06,-4.44e-06,16.5,-16.5,0.0056,-0.00156,369.0,9.1403925,628523.3108108108,12.242424242424242,0,2747.0,1,3.0,6.2632494940011805
CONFIRMED,0.97191596,0.79,0.018,1609.0,0.592,1.6023,73.7,4.458,0.889,14.5,0.828,0.008145178,66.34392470170229,4.2696257,14.952725,K04159.01,Kepler-1559 b,3.86,q1_q17_dr25_koi,0.008139,1.14789,LS+MCMC,006/006607/006607644/dv/kplr006607644-20160209194854_dvr.pdf,3.27e-06,-3.27e-06,5.3,-5.3,9.1e-05,-0.000712,1376.0,9.61117535,297222.006116208,13.905660377358492,0,2747.0,1,2.0,7.593948355419549
CONFIRMED,3.031968,0.9,0.0397,1269.0,0.287,1.723,81.5,4.402,0.993,13.421,0.909,0.008307464,69.01397158539913,3.4853294,14.200007,K04160.01,Kepler-1560 b,13.01,q1_q17_dr25_koi,0.008297,4.53071,LS+MCMC,007/007610/007610663/dv/kplr007610663-20160209194854_dvr.pdf,1.42e-05,-1.42e-05,6.6,-6.6,0.000467,-0.000361,446.0,8.8426682,213518.87323943662,12.34848484848485,0,2747.0,1,3.0,6.450125565004544
FALSE POSITIVE,1.294056,5.27,0.0307,3000.0,0.394,0.97,51.2,3.092,7.146,12.855,2.303,0.0067596287,45.69258259127289,3.288775,10.527928,K04161.01,UNVETTED,9.51,q1_q17_dr25_koi,0.006749,9.70691,LS+MCMC,005/005565/005565707/dv/kplr005565707-20160209194854_dvr.pdf,0.00051,-0.00051,10.8,-10.8,0.00113,-0.00189,1032.0,6.908351499999999,2537.364705882353,4.7407407407407405,0,1.0,0,1.0,7.18406480921113
FALSE POSITIVE,0.53936595,9.19,0.0165,3000.0,0.988,5.434,145.0,3.301,5.302,12.915,2.05,0.015887335,252.4073950801943,4.846845,9.0759325,K04162.01,UNVETTED,1.0119,q1_q17_dr25_koi,0.015878,0.06737,LS+MCMC,001/001293/001293031/dv/kplr001293031-20160209194854_dvr.pdf,1.88e-06,-1.88e-06,80.3,-80.3,0.0396,-0.00257,1239.0,6.96138875,286896.7819148936,1.8057285180572853,1,1.0,0,0.0,7.295646868747632
FALSE POSITIVE,0.64370364,1.48,0.0148,2358.0,0.036,0.801,172.0,4.362,1.114,13.791,1.038,0.012177321,148.2871601018418,4.0043526,8.7930565,K07640.01,UNVETTED,6.238,q1_q17_dr25_koi,0.012176,11.0812,LS+MCMC,002/002859/002859299/dv/kplr002859299-20160209194854_dvr.pdf,6.31e-07,-6.31e-07,6.0,-6.0,0.000529,-0.000157,2074.0,6.39870455,1020132.5515055468,28.666666666666668,0,1.0,0,2.0,8.040705886271201
CANDIDATE,15.904241,3.79,0.1246,863.0,0.876,2.093,445.0,4.077,1.53,15.61,1.017,0.02270508,515.5206390789904,3.6130648,10.213241,K02357.02,UNVETTED,30.7,q1_q17_dr25_koi,0.022682,2.15761,LS+MCMC,007/007449/007449554/dv/kplr007449554-20160209194854_dvr.pdf,0.000112,-0.000112,38.0,-38.0,0.00606,-0.00358,0.0,6.9131529,142002.1517857143,11.710526315789474,0,1.0,0,2.0,0.32337457839261874
FALSE POSITIVE,0.7351464,50.0,0.022,3000.0,1.192,5.053,275.0,3.112,7.435,12.855,2.61,0.061640233,3799.518485404435,4.536633,17.122849,K04026.01,UNVETTED,1.217,q1_q17_dr25_koi,0.207343,0.06311,LS+MCMC,004/004067/004067110/dv/kplr004067110-20160209194854_dvr.pdf,1.34e-06,-1.34e-06,4.6,-4.6,0.0668,-0.16,1468.0,10.829740999999999,548616.7164179104,59.78260869565218,1,1.0,0,0.0,7.811364956860337
FALSE POSITIVE,0.8273518,0.9,0.0165,2208.0,0.544,2.1885,44.7,4.141,1.31,12.9,0.867,0.006297185,39.65454091708597,3.8818557,17.308855,K04027.01,UNVETTED,2.554,q1_q17_dr25_koi,0.006298,0.46027,LS+MCMC,008/008694/008694309/dv/kplr008694309-20160209194854_dvr.pdf,2.57e-06,-2.57e-06,1.8,-1.8,3e-05,-0.00038,1622.0,10.59535535,321926.77042801556,24.833333333333336,0,1.0,0,2.0,7.82315168578371
CANDIDATE,4.1628876,1.32,0.0436,763.0,0.4265,0.678,392.0,4.615,0.651,15.658,0.637,0.01858524,345.4111750165827,-999.0,-999.0,K02193.02,UNVETTED,43.4,q1_q16_koi,0.018573,89.35811,MCMC,UNKNOWN,1.68e-05,-1.68e-05,42.2,-42.2,0.0068,-0.000369,-999.0,-999.0,247790.9285714286,9.28909952606635,0,1.0,0,4.0,
FALSE POSITIVE,0.6189522,4.96,0.0065,497.0,1.282,2.8244,8320.0,5.283,0.116,13.593,0.094,0.39192137,153602.3546777448,18.584732,142.41026,K04028.01,UNVETTED,1.603,q1_q17_dr25_koi,0.391534,0.20321,LS+MCMC,007/007818/007818447/dv/kplr007818447-20160209194854_dvr.pdf,1.97e-07,-1.97e-07,38.0,-38.0,0.153,-0.094,1446.0,80.497496,3141889.3401015224,218.94736842105263,1,1.0,0,1.0,8.621561514959632
FALSE POSITIVE,1.3172342,50.0,0.0357,3000.0,1.07,7.284,423.0,3.0,12.08,13.449,3.479,0.037938338,1439.3176097425207,4.8466487,18.490742,K04029.01,UNVETTED,1.127,q1_q17_dr25_koi,0.095187,0.01561,LS+MCMC,011/011569/011569475/dv/kplr011569475-20160209194854_dvr.pdf,3.6e-06,-3.6e-06,6.8,-6.8,0.238,-0.0544,1023.0,11.66869535,365898.3888888889,62.20588235294118,1,1.0,0,1.0,7.462798496302089
CANDIDATE,4.4490232,0.55,0.0456,699.0,0.034,1.373,88.9,4.681,0.603,13.435,0.648,0.008360276,69.89421853366132,2.6062357,8.480367,K04097.02,UNVETTED,25.0,q1_q17_dr25_koi,0.00834,14.84915,LS+MCMC,005/005688/005688683/dv/kplr005688683-20160209194854_dvr.pdf,2.8e-05,-2.8e-05,10.0,-10.0,0.000596,-0.000679,223.0,5.54330135,158893.68571428573,8.89,0,1.0,0,4.0,5.696231479918501
