koi_disposition,koi_period,koi_prad,koi_sma,koi_teq,koi_impact,koi_duration,koi_depth,koi_slogg,koi_srad,koi_kepmag,koi_smass,planet_star_radius_ratio,transit_depth,koi_max_sngle_ev,koi_max_mult_ev,kepoi_name,kepler_name,koi_dor,koi_parm_prov,koi_ror,koi_srho,koi_fittype,koi_datalink_dvr,koi_period_err1,koi_period_err2,koi_depth_err1,koi_depth_err2,koi_ror_err1,koi_ror_err2,koi_num_transits,detection_confidence,period_precision,depth_precision,is_grazing_transit,planets_in_system,is_multi_planet_system,physical_realism_score,detection_quality_score
CONFIRMED,7.1259437,1.79,0.0711,997.0,0.898,3.0014,192.0,4.339,1.087,12.791,0.941,0.015093805,227.82295079880024,6.1814723,39.793564,K00115.02,Kepler-105 c,8.62,q1_q17_dr25_koi,0.01512,0.23879,LS+MCMC,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,1.41e-05,-1.41e-05,4.4,-4.4,0.000323,-0.00219,181.0,22.987518150000003,505386.0780141844,43.63636363636363,0,2747.0,1,3.0,5.81373675407641
FALSE POSITIVE,7.442652,15.03,0.0742,967.0,0.137,2.3078,24400.0,4.469,0.956,15.27,0.981,0.1441041,20765.991668974497,115.64278,1044.7283,K00774.01,UNVETTED,27.99,q1_q17_dr25_koi,0.143936,7.48712,LS+MCMC,011/011656/011656840/dv/kplr011656840-20160209194854_dvr.pdf,7.02e-07,-7.02e-07,37.8,-37.8,0.00353,-0.00137,180.0,580.18554,10602068.376068376,645.5026455026456,0,1.0,0,1.0,11.64751016028999
CONFIRMED,16.3849,2.0,0.1084,433.0,0.001,3.0249,1130.0,4.661,0.615,15.095,0.633,0.029807813,888.5057825213287,6.419572,28.122635,K00775.01,Kepler-52 c,42.62,q1_q17_dr25_koi,0.029758,5.4538,LS+MCMC,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,5.22e-05,-5.22e-05,42.0,-42.0,0.0013,-0.000626,65.0,17.2711035,313886.9731800766,26.904761904761905,0,2747.0,1,5.0,4.695245512211784
CONFIRMED,7.877416,2.16,0.0665,553.0,0.041,2.0805,1310.0,4.661,0.615,15.095,0.633,0.03219244,1036.353144732878,10.036489,41.450657,K00775.02,Kepler-52 b,29.84,q1_q17_dr25_koi,0.03209,8.09685,LS+MCMC,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,1.49e-05,-1.49e-05,37.7,-37.7,0.00127,-0.000623,135.0,25.743572999999998,528685.6375838927,34.748010610079575,0,2747.0,1,3.0,5.527740077768168
CONFIRMED,36.4454,1.99,0.1847,332.0,0.028,4.007,1120.0,4.661,0.615,15.095,0.633,0.029658776,879.6429373406783,5.9903665,19.803268,K00775.03,Kepler-52 d,71.53,q1_q17_dr25_koi,0.029681,5.21237,LS+MCMC,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,0.000181,-0.000181,53.4,-53.4,0.00141,-0.00109,27.0,12.89681725,201355.80110497237,20.973782771535582,0,2747.0,1,5.0,3.7701576877277647
CONFIRMED,3.728732,6.02,0.0455,1023.0,0.558,2.683,5230.0,4.577,0.809,15.523,0.907,0.0682061,4652.072111845526,28.264866,360.1958,K00776.01,Kepler-673 b,9.7,q1_q17_dr25_koi,0.068178,1.24118,LS+MCMC,011/011812/011812062/dv/kplr011812062-20160209194854_dvr.pdf,9.36e-07,-9.36e-07,18.5,-18.5,0.00221,-0.00184,357.0,194.230333,3983688.034188034,282.7027027027027,0,2747.0,1,1.0,8.387629003239857
CANDIDATE,40.419502,7.51,0.2062,467.0,0.911,3.362,6260.0,4.507,0.781,15.487,0.714,0.08813819,7768.341427820327,22.598503,94.071846,K00777.01,UNVETTED,54.7,q1_q17_dr25_koi,0.088069,1.89549,LS+MCMC,011/011818/011818800/dv/kplr011818800-20160209194854_dvr.pdf,0.000114,-0.000114,230.0,-230.0,5.46,-0.0136,36.0,58.335174499999994,354557.03508771927,27.217391304347824,1,1.0,0,2.0,4.528263507721719
CONFIRMED,2.2433805,1.99,0.028,822.0,0.915,1.1196,822.0,4.698,0.564,15.135,0.578,0.032340687,1045.9199423308626,4.251499,30.578562,K00778.01,Kepler-674 b,7.38,q1_q17_dr25_koi,0.032248,1.50915,LS+MCMC,011/011853/011853255/dv/kplr011853255-20160209194854_dvr.pdf,2.67e-06,-2.67e-06,25.6,-25.6,0.000463,-0.00536,472.0,17.4150305,840217.4157303373,32.109375,1,2747.0,1,3.0,6.683227340982795
FALSE POSITIVE,10.405998,11.23,0.0855,833.0,0.324,6.5036,14500.0,4.393,0.924,15.562,0.77,0.11139945,12409.836763274116,97.352005,691.1691,K00779.01,UNVETTED,13.012,q1_q17_dr25_koi,0.111248,0.38489,LS+MCMC,011/011909/011909839/dv/kplr011909839-20160209194854_dvr.pdf,2.52e-06,-2.52e-06,22.4,-22.4,0.000554,-0.000773,117.0,394.26055249999996,4129364.285714286,647.3214285714287,0,1.0,0,1.0,9.360728809977186
CONFIRMED,2.3374379,2.34,0.0325,1070.0,0.28,1.9982,971.0,4.595,0.765,15.334,0.85,0.02803688,786.0665997426695,6.0310416,63.58795,K00780.01,Kepler-675 b,8.86,q1_q17_dr25_koi,0.027998,2.41093,LS+MCMC,011/011918/011918099/dv/kplr011918099-20160209194854_dvr.pdf,1.95e-06,-1.95e-06,13.7,-13.7,0.00072,-0.000665,578.0,34.8094958,1198686.1025641025,70.87591240875913,0,2747.0,1,2.0,7.136891554914963
CANDIDATE,7.240661,19.45,0.0692,734.0,1.198,0.558,556.0,4.595,0.765,15.334,0.85,0.23304158,54308.37896288101,3.2751372,9.1666,K00780.02,UNVETTED,28.8,q1_q17_dr25_koi,0.232818,8.66412,LS+MCMC,011/011918/011918099/dv/kplr011918099-20160209194854_dvr.pdf,1.62e-05,-1.62e-05,44.1,-44.1,50.0,-0.204,168.0,6.2208686,446954.3827160494,12.607709750566894,1,1.0,0,2.0,5.45317105347734
CANDIDATE,3.4359164,0.55,0.0437,1272.0,0.624,3.133,23.2,4.339,1.087,12.791,0.941,0.0046377615,21.508830129096182,3.8943021,7.4337807,K00115.03,UNVETTED,6.65,q1_q17_dr25_koi,0.004612,0.47024,LS+MCMC,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,4.73e-05,-4.73e-05,3.4,-3.4,0.000197,-0.000565,357.0,5.6640414,72640.93868921776,6.823529411764706,0,1.0,0,3.0,6.142886978817255
CONFIRMED,11.598223,2.65,0.0798,396.0,0.679,2.5237,2800.0,4.79,0.473,15.937,0.503,0.05135231,2637.0597205768745,11.461336,62.376225,K00781.01,Kepler-676 b,28.2,q1_q17_dr25_koi,0.051287,3.14915,LS+MCMC,011/011923/011923270/dv/kplr011923270-20160209194854_dvr.pdf,1.41e-05,-1.41e-05,46.3,-46.3,0.00522,-0.00325,115.0,36.9187805,822569.0070921986,60.47516198704104,0,2747.0,1,4.0,5.53464131841692
CONFIRMED,6.575316,5.31,0.067,1015.0,0.39,4.3084,2790.0,4.415,0.989,15.312,0.927,0.04921228,2421.848419997637,20.537346,210.22159,K00782.01,Kepler-677 b,11.37,q1_q17_dr25_koi,0.049152,0.64392,LS+MCMC,011/011960/011960862/dv/kplr011960862-20160209194854_dvr.pdf,3.73e-06,-3.73e-06,14.9,-14.9,0.00199,-0.000599,205.0,115.379468,1762819.3029490616,187.248322147651,0,2747.0,1,1.0,7.005447044164181
CONFIRMED,7.2750406,4.86,0.0732,833.0,0.547,7.5377,3000.0,4.556,0.867,15.08,0.986,0.0513798,2639.8839913759225,24.639503,234.95987,K00783.01,Kepler-678 b,6.66,q1_q17_dr25_koi,0.051358,0.10578,LS+MCMC,012/012020/012020329/dv/kplr012020329-20160209194854_dvr.pdf,4.68e-06,-4.68e-06,11.5,-11.5,5.8e-05,-0.00209,188.0,129.7996865,1554495.8547008545,260.8695652173913,0,2747.0,1,1.0,7.0965285337710995
CONFIRMED,19.27154,1.93,0.1171,393.0,0.031,2.7594,1220.0,4.702,0.56,15.385,0.576,0.03158963,997.9046878811964,6.437265,28.490973,K00784.01,Kepler-231 c,55.02,q1_q17_dr25_koi,0.031585,8.48241,LS+MCMC,012/012066/012066335/dv/kplr012066335-20160209194854_dvr.pdf,4.15e-05,-4.15e-05,35.3,-35.3,0.000961,-0.0005,67.0,17.464119,464374.45783132536,34.56090651558074,0,2747.0,1,5.0,4.751273585464598
CONFIRMED,10.065243,1.91,0.076,488.0,0.628,1.369,1050.0,4.702,0.56,15.385,0.576,0.031262275,977.3298858652292,5.446764,21.658537,K00784.02,Kepler-231 b,45.9,q1_q17_dr25_koi,0.031153,18.09666,LS+MCMC,012/012066/012066335/dv/kplr012066335-20160209194854_dvr.pdf,1.49e-05,-1.49e-05,39.2,-39.2,0.00462,-0.00161,126.0,13.552650499999999,675519.6644295303,26.785714285714285,0,2747.0,1,4.0,5.312165792858909
CONFIRMED,12.393565,2.66,0.0983,677.0,0.883,3.8896,917.0,4.603,0.75,15.505,0.832,0.032508403,1056.7962056392105,5.6057496,31.608551,K00785.01,Kepler-679 b,13.07,q1_q17_dr25_koi,0.032536,0.27483,LS+MCMC,012/012070/012070811/dv/kplr012070811-20160209194854_dvr.pdf,3.93e-05,-3.93e-05,29.1,-29.1,2.5e-05,-0.00466,107.0,18.6071503,315357.8880407125,31.512027491408933,0,2747.0,1,3.0,5.216363739877515
CONFIRMED,43.8444,2.87,0.2395,531.0,0.852,6.802,615.0,4.406,1.012,12.882,0.951,0.025994211,675.6989861403487,16.554466,65.59482,K00116.02,Kepler-106 e,28.2,q1_q17_dr25_koi,0.025934,0.22039,LS+MCMC,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,9.61e-05,-9.61e-05,7.7,-7.7,2.7e-05,-0.00304,29.0,41.074643,456237.25286160246,79.87012987012987,0,2747.0,1,3.0,4.251228264964032
FALSE POSITIVE,3.3419132,21.55,0.0415,1032.0,1.213,3.813,725.0,4.551,0.811,15.629,0.853,0.24355759,59320.30009276832,5.0937037,32.72262,K00798.01,UNVETTED,2.19,q1_q17_dr25_koi,0.243351,0.01791,LS+MCMC,003/003120/003120431/dv/kplr003120431-20160209194854_dvr.pdf,9.95e-06,-9.95e-06,21.3,-21.3,11.3,-0.135,780.0,18.90816185,335870.6733668342,34.03755868544601,1,1.0,0,1.0,7.205298827481883
FALSE POSITIVE,1.6266302,32.43,0.026,1547.0,1.26,2.1145,1620.0,4.41,0.973,15.279,0.889,0.3054987,93329.45196384974,5.3061833,45.885685,K00799.01,UNVETTED,2.38,q1_q17_dr25_koi,0.305244,0.09631,LS+MCMC,003/003246/003246984/dv/kplr003246984-20160209194854_dvr.pdf,1.02e-06,-1.02e-06,19.0,-19.0,4.81,-0.042,664.0,25.59593415,1594735.4901960783,85.26315789473684,1,1.0,0,1.0,7.201486642113593
CONFIRMED,2.711504,3.12,0.0401,1420.0,0.023,3.0099,838.0,4.442,1.076,15.541,1.169,0.026577711,706.3747135648638,6.3430967,48.726124,K00800.01,Kepler-234 b,7.088,q1_q17_dr25_koi,0.026533,0.91618,LS+MCMC,003/003342/003342970/dv/kplr003342970-20160209194854_dvr.pdf,3.8e-06,-3.8e-06,14.5,-14.5,0.000651,-0.000276,494.0,27.53461035,713553.6842105263,57.793103448275865,0,2747.0,1,2.0,6.887306322041805
CONFIRMED,7.2120376,3.32,0.077,1025.0,0.012,4.0491,950.0,4.442,1.076,15.541,1.169,0.028281411,799.8381659678411,6.1683164,40.04205,K00800.02,Kepler-234 c,14.003,q1_q17_dr25_koi,0.028255,0.99867,LS+MCMC,003/003342/003342970/dv/kplr003342970-20160209194854_dvr.pdf,1.55e-05,-1.55e-05,19.5,-19.5,0.000702,-0.000335,165.0,23.105183200000003,465292.7483870968,48.717948717948715,0,2747.0,1,2.0,5.733676221267845
FALSE POSITIVE,14.179819,1.88,0.1137,711.0,0.1601,2.505,460.0,4.539,0.878,15.727,0.975,0.019626306,385.1919173330524,-999.0,-999.0,K00789.01,UNVETTED,43.54,q1_q16_koi,0.019561,7.76746,MCMC,UNKNOWN,0.000164,-0.000164,51.9,-51.9,0.00139,-0.00124,-999.0,-999.0,86462.31097560975,8.863198458574182,0,1.0,0,4.0,
CONFIRMED,8.472379,2.59,0.0778,751.0,0.022,2.7245,1120.0,4.587,0.788,15.339,0.884,0.030126508,907.6064885027392,5.7419868,39.867977,K00790.01,Kepler-233 b,24.47,q1_q17_dr25_koi,0.030119,3.86328,LS+MCMC,012/012470/012470844/dv/kplr012470844-20160209194854_dvr.pdf,1.56e-05,-1.56e-05,26.7,-26.7,0.000904,-0.000397,159.0,22.8049819,543101.217948718,41.947565543071164,0,2747.0,1,3.0,5.679221630797632
CONFIRMED,60.418938,2.36,0.2884,390.0,0.094,5.039,931.0,4.587,0.788,15.339,0.884,0.027451182,753.5673437135488,6.335456,15.139797,K00790.02,Kepler-233 c,93.71,q1_q17_dr25_koi,0.027422,4.26444,LS+MCMC,012/012470/012470844/dv/kplr012470844-20160209194854_dvr.pdf,0.000504,-0.000504,49.6,-49.6,0.0012,-0.000917,22.0,10.7376265,119878.84523809524,18.77016129032258,0,2747.0,1,4.0,3.541287860477775
CONFIRMED,12.611904,7.4,0.1058,753.0,0.55,5.1497,6110.0,4.508,0.919,15.14,0.992,0.073805965,5447.320339731095,31.536423,207.6196,K00791.01,Kepler-682 b,17.27,q1_q17_dr25_koi,0.073758,0.61222,LS+MCMC,012/012644/012644822/dv/kplr012644822-20160209194854_dvr.pdf,6.65e-06,-6.65e-06,27.6,-27.6,0.000434,-0.00181,104.0,119.5780115,1896526.917293233,221.37681159420288,0,2747.0,1,2.0,6.390177794410119
FALSE POSITIVE,1.43377,46.58,0.0256,1920.0,1.268,1.8868,1980.0,4.22,1.339,15.122,1.083,0.31885567,101668.94411285051,10.709492,67.78838,K00792.01,UNVETTED,2.46,q1_q17_dr25_koi,0.318591,0.1372,LS+MCMC,002/002440/002440757/dv/kplr002440757-20160209194854_dvr.pdf,7.41e-07,-7.41e-07,20.4,-20.4,5.6,-0.116,481.0,39.248936,1934912.2807017544,97.05882352941177,1,1.0,0,1.0,7.028990227920058
FALSE POSITIVE,10.318723,28.59,0.0944,876.0,1.215,3.836,872.0,4.409,1.06,15.065,1.05,0.24721996,61117.71078510062,9.854863,34.775192,K00793.01,UNVETTED,5.92,q1_q17_dr25_koi,0.247006,0.03681,LS+MCMC,002/002445/002445129/dv/kplr002445129-20160209194854_dvr.pdf,2.85e-05,-2.85e-05,26.4,-26.4,59.5,-0.458,130.0,22.3150275,362060.45614035084,33.03030303030303,1,1.0,0,1.0,5.451072737528348
CONFIRMED,2.5391831,2.06,0.0355,1332.0,0.238,2.4282,382.0,4.35,1.062,15.026,0.921,0.017779434,316.1083050132926,4.680462,34.037075,K00794.01,Kepler-683 b,7.93,q1_q17_dr25_koi,0.017724,1.46261,LS+MCMC,002/002713/002713049/dv/kplr002713049-20160209194854_dvr.pdf,5.07e-06,-5.07e-06,11.4,-11.4,0.000507,-0.00048,528.0,19.3587685,500825.06903353054,33.50877192982456,0,2747.0,1,2.0,6.81869747191375
CONFIRMED,6.7703004,2.77,0.064,812.0,0.838,2.0844,1300.0,4.656,0.679,15.591,0.767,0.037392564,1398.2038331058384,6.5691905,43.840405,K00795.01,Kepler-684 b,15.21,q1_q17_dr25_koi,0.037414,1.45164,LS+MCMC,003/003114/003114167/dv/kplr003114167-20160209194854_dvr.pdf,9.54e-06,-9.54e-06,29.7,-29.7,0.00223,-0.00391,200.0,25.204797749999997,709675.0943396227,43.77104377104377,0,2747.0,1,2.0,5.935509044164476
FALSE POSITIVE,0.44429198,27.51,0.0101,1836.0,1.258,2.0792,11000.0,4.678,0.636,15.748,0.709,0.39646852,157187.2978832592,40.64358,277.1132,K00796.01,UNVETTED,1.641,q1_q17_dr25_koi,0.396105,0.42351,LS+MCMC,003/003114/003114661/dv/kplr003114661-20160209194854_dvr.pdf,9.7e-08,-9.7e-08,45.9,-45.9,0.318,-0.126,1466.0,158.87839,4580329.69072165,239.65141612200438,1,1.0,0,0.0,9.428093626173258
CANDIDATE,10.181584,7.73,0.0884,812.0,0.92,3.5089,5740.0,4.541,0.836,15.657,0.885,0.08475171,7182.852227133245,27.099031,173.09894,K00797.01,UNVETTED,12.776,q1_q17_dr25_koi,0.084708,0.38059,LS+MCMC,003/003115/003115833/dv/kplr003115833-20160209194854_dvr.pdf,6.19e-06,-6.19e-06,53.2,-53.2,0.00188,-0.00172,129.0,100.0989855,1644843.9418416803,107.89473684210526,1,1.0,0,1.0,6.337562475313493
CONFIRMED,20.060364,1.96,0.115,361.0,0.556,3.3203,1490.0,4.754,0.493,15.954,0.502,0.036440507,1327.910493975297,7.1802754,27.241827,K00812.02,Kepler-235 d,40.4,q1_q17_dr25_koi,0.036455,3.09445,LS+MCMC,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,5.84e-05,-5.84e-05,45.1,-45.1,0.00592,-0.00125,59.0,17.2110512,343499.38356164383,33.03769401330377,0,2747.0,1,5.0,4.619201930019153
CONFIRMED,46.184204,1.83,0.2005,273.0,0.013,4.758,1390.0,4.754,0.493,15.954,0.502,0.034023535,1157.60085726621,6.2605453,18.020908,K00812.03,Kepler-235 e,76.67,q1_q17_dr25_koi,0.033974,3.99779,LS+MCMC,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,0.000265,-0.000265,56.4,-56.4,0.00133,-0.000699,25.0,12.14072665,174280.01509433964,24.645390070921987,0,2747.0,1,5.0,3.703940187634872
CONFIRMED,23.980085,1.31,0.1602,649.0,0.95,5.351,104.0,4.406,1.012,12.882,0.951,0.011864954,140.77711640489173,4.1784496,10.87813,K00116.04,Kepler-106 d,11.98,q1_q17_dr25_koi,0.011879,0.05654,LS+MCMC,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,0.0002,-0.0002,6.5,-6.5,0.000305,-0.00266,56.0,7.5282898000000005,119900.42499999999,16.0,1,2747.0,1,4.0,4.401655500240172
CONFIRMED,7.8250217,1.2,0.0614,494.0,0.708,2.186,521.0,4.754,0.493,15.954,0.502,0.022310514,497.7590356425519,3.8379083,12.582854,K00812.04,Kepler-235 c,20.2,q1_q17_dr25_koi,0.022312,2.54508,LS+MCMC,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,3.89e-05,-3.89e-05,36.4,-36.4,0.00398,-0.00162,154.0,8.21038115,201157.3701799486,14.313186813186814,0,2747.0,1,4.0,5.398400362459761
CONFIRMED,3.8959365,7.34,0.046,1005.0,0.524,2.3111,8540.0,4.592,0.774,15.725,0.866,0.086922124,7555.45628755512,35.58241,375.5263,K00813.01,Kepler-688 b,12.29,q1_q17_dr25_koi,0.08689,2.31292,LS+MCMC,004/004275/004275191/dv/kplr004275191-20160209194854_dvr.pdf,7.71e-07,-7.71e-07,29.5,-29.5,0.000424,-0.00262,275.0,205.554355,5053095.3307393,289.49152542372883,0,2747.0,1,1.0,8.243101856065834
CONFIRMED,22.366465,2.32,0.1449,536.0,0.4,5.228,987.0,4.615,0.734,15.583,0.821,0.028971246,839.3330970121181,6.2514634,25.599396,K00814.01,Kepler-689 b,31.0,q1_q17_dr25_koi,0.028938,1.12517,LS+MCMC,004/004476/004476123/dv/kplr004476123-20160209194854_dvr.pdf,9.76e-05,-9.76e-05,35.1,-35.1,0.000601,-0.00117,48.0,15.925429699999999,229164.60040983607,28.11965811965812,0,2747.0,1,3.0,4.388215943396947
CONFIRMED,1.6255221,9.73,0.0265,1579.0,0.076,2.38963,7970.0,4.322,1.106,15.001,0.935,0.08063674,6502.283868028135,43.135384,712.5235,K00801.01,Kepler-685 b,5.6364,q1_q17_dr25_koi,0.080543,1.28198,LS+MCMC,003/003351/003351888/dv/kplr003351888-20160209194854_dvr.pdf,1.58e-07,-1.58e-07,11.8,-11.8,8.7e-05,-0.000115,657.0,377.82944200000003,10288114.556962024,675.4237288135593,0,2747.0,1,1.0,10.919181321069948
CANDIDATE,19.620346,13.6,0.1389,643.0,0.458,2.0038,21700.0,4.492,0.905,15.562,0.928,0.13774174,18972.78813861914,73.60154,353.8584,K00802.01,UNVETTED,77.9,q1_q17_dr25_koi,0.137595,23.21659,LS+MCMC,003/003453/003453214/dv/kplr003453214-20160209194854_dvr.pdf,3.73e-06,-3.73e-06,85.0,-85.0,1e-05,-0.00364,52.0,213.72997,5260146.380697051,255.2941176470588,0,1.0,0,2.0,6.662224181758245
FALSE POSITIVE,7.544039,17.47,0.0731,838.0,1.175,6.222,323.0,4.567,0.824,15.559,0.919,0.19433048,37764.33881525928,4.5001316,12.162734,K00803.01,UNVETTED,2.28,q1_q17_dr25_koi,0.194187,0.00393,LS+MCMC,003/003554/003554600/dv/kplr003554600-20160209194854_dvr.pdf,0.000102,-0.000102,28.2,-28.2,33.6,-0.905,143.0,8.3314328,73961.16666666667,11.453900709219859,1,1.0,0,1.0,5.30533101595769
CONFIRMED,9.029307,2.57,0.0796,757.0,0.024,3.1449,1020.0,4.526,0.82,15.387,0.824,0.02872728,825.2566654183765,7.610865,47.37303,K00804.01,Kepler-1727 b,22.57,q1_q17_dr25_koi,0.028718,2.66613,LS+MCMC,003/003641/003641726/dv/kplr003641726-20160209194854_dvr.pdf,1.65e-05,-1.65e-05,21.9,-21.9,0.000882,-0.000544,146.0,27.491947500000002,547230.7272727272,46.57534246575343,0,2747.0,1,3.0,5.651583522938305
FALSE POSITIVE,10.328035,13.28,0.0888,843.0,0.281,7.7915,16900.0,4.359,1.024,15.646,0.874,0.1188703,14130.148810448958,76.945915,589.42316,K00805.01,UNVETTED,10.988,q1_q17_dr25_koi,0.118805,0.23528,LS+MCMC,003/003734/003734868/dv/kplr003734868-20160209194854_dvr.pdf,3.76e-06,-3.76e-06,31.8,-31.8,0.000281,-0.00058,114.0,333.18453750000003,2746817.8191489363,531.4465408805031,0,1.0,0,1.0,8.704525753346372
CONFIRMED,143.2063,8.9,0.5336,308.0,0.379,8.9302,10600.0,4.556,0.867,15.403,0.986,0.09409058,8853.03777188804,45.13809,115.57215,K00806.01,Kepler-30 d,125.8,q1_q17_dr25_koi,0.094044,1.83449,LS+MCMC,003/003832/003832474/dv/kplr003832474-20160209194854_dvr.pdf,0.000235,-0.000235,82.4,-82.4,0.00422,-0.00141,9.0,80.35512,609388.5106382979,128.64077669902912,0,2747.0,1,3.0,3.592613029939479
CONFIRMED,6.164876,0.79,0.0648,1021.0,0.646,3.262,55.8,4.406,1.012,12.882,0.951,0.007155201,51.19689898507833,2.6950479,11.552998,K00116.03,Kepler-106 b,11.19,q1_q17_dr25_koi,0.007192,0.69664,LS+MCMC,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,4.64e-05,-4.64e-05,4.3,-4.3,0.00259,-0.000407,207.0,7.1240229500000005,132863.7068965517,12.976744186046512,0,2747.0,1,3.0,5.6725177910854825
CONFIRMED,60.324944,12.19,0.2998,411.0,0.224,6.6188,20300.0,4.556,0.867,15.403,0.986,0.12887238,16608.090974059494,88.82677,323.38303,K00806.02,Kepler-30 c,77.04,q1_q17_dr25_koi,0.128744,2.37656,LS+MCMC,003/003832/003832474/dv/kplr003832474-20160209194854_dvr.pdf,3.21e-05,-3.21e-05,64.0,-64.0,0.000241,-0.00102,22.0,206.10490000000001,1879281.7445482865,317.1875,0,2747.0,1,2.0,5.772807299095406
CONFIRMED,29.15986,1.91,0.1847,524.0,0.3619,4.803,488.0,4.556,0.867,15.403,0.986,0.020192474,407.7359815127478,-999.0,-999.0,K00806.03,Kepler-30 b,44.2,q1_q16_koi,0.02018,1.92739,MCMC,UNKNOWN,0.000253,-0.000253,43.5,-43.5,0.000759,-0.00154,-999.0,-999.0,115256.36363636362,11.218390804597702,0,2747.0,1,4.0,
FALSE POSITIVE,1.5403973,25.69,0.0264,1470.0,1.225,2.1541,816.0,4.53,0.915,15.974,1.034,0.2573465,66227.21909141664,7.5703845,32.004185,K00807.01,UNVETTED,1.971,q1_q17_dr25_koi,0.257087,0.06102,LS+MCMC,003/003836/003836375/dv/kplr003836375-20160209194854_dvr.pdf,2.7e-06,-2.7e-06,25.7,-25.7,6.81,-0.0965,842.0,19.78728475,570517.5185185185,31.750972762645915,1,1.0,0,1.0,7.283733071933491
FALSE POSITIVE,2.9902544,1.7,0.0367,918.0,0.014,5.414,589.0,4.578,0.731,15.842,0.737,0.021316053,454.3741205977953,4.439786,35.481506,K00808.01,UNVETTED,4.349,q1_q17_dr25_koi,0.021279,0.17407,LS+MCMC,003/003838/003838486/dv/kplr003838486-20160209194854_dvr.pdf,1.17e-05,-1.17e-05,14.1,-14.1,0.000617,-0.000352,454.0,19.960646,255577.29914529916,41.773049645390074,0,1.0,0,3.0,6.695494701258232
CONFIRMED,1.5947454,11.3,0.0258,1539.0,0.514,1.9604,15000.0,4.491,0.893,15.53,0.901,0.11598511,13452.545450296631,62.03516,1015.921,K00809.01,Kepler-686 b,6.203,q1_q17_dr25_koi,0.115879,1.77544,LS+MCMC,003/003935/003935914/dv/kplr003935914-20160209194854_dvr.pdf,1.13e-07,-1.13e-07,20.3,-20.3,0.000387,-0.000621,762.0,538.97808,14112791.150442477,738.9162561576354,0,2747.0,1,1.0,12.687692532528434
CONFIRMED,4.783003,2.5,0.0535,886.0,0.003,2.335,1010.0,4.574,0.807,15.119,0.891,0.02839499,806.2754693148507,7.252221,57.638233,K00810.01,Kepler-1728 b,16.102,q1_q17_dr25_koi,0.028315,3.45234,LS+MCMC,003/003940/003940418/dv/kplr003940418-20160209194854_dvr.pdf,5.43e-06,-5.43e-06,16.6,-16.6,0.000881,-0.000366,281.0,32.445227,880847.6979742174,60.843373493975896,0,2747.0,1,2.0,6.378819836414484
CONFIRMED,20.50589,3.41,0.1326,518.0,0.26,4.0595,2110.0,4.544,0.761,15.398,0.739,0.041071918,1686.9023501092593,12.827003,70.729904,K00811.01,Kepler-687 b,38.91,q1_q17_dr25_koi,0.041039,2.64998,LS+MCMC,004/004049/004049131/dv/kplr004049131-20160209194854_dvr.pdf,3.21e-05,-3.21e-05,31.0,-31.0,0.000816,-0.000887,69.0,41.778453500000005,638812.7725856698,68.06451612903226,0,2747.0,1,3.0,5.089783885459813
CONFIRMED,3.3402188,2.03,0.0348,656.0,0.466,1.9104,1630.0,4.754,0.493,15.954,0.502,0.03774195,1424.455006930133,8.777286,58.181076,K00812.01,Kepler-235 b,12.4,q1_q17_dr25_koi,0.037683,3.23586,LS+MCMC,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,3.18e-06,-3.18e-06,26.6,-26.6,0.00367,-0.000771,398.0,33.479181,1050383.2704402516,61.2781954887218,0,2747.0,1,3.0,6.736914364127514
FALSE POSITIVE,2.5070899,30.26,0.0365,1326.0,1.255,2.0067,1340.0,4.506,0.939,15.555,1.03,0.2953783,87248.33777156199,7.337525,50.679256,K00828.01,UNVETTED,3.32,q1_q17_dr25_koi,0.295115,0.11003,LS+MCMC,005/005287/005287983/dv/kplr005287983-20160209194854_dvr.pdf,2.4e-06,-2.4e-06,24.7,-24.7,16.5,-0.343,408.0,29.0083905,1044620.7916666667,54.25101214574899,1,1.0,0,1.0,6.704987727003816
CONFIRMED,18.649328,3.12,0.139,701.0,0.08,4.4056,894.0,4.405,1.053,15.386,1.026,0.02715823,737.5694915646189,7.871079,36.000114,K00829.01,Kepler-53 b,33.12,q1_q17_dr25_koi,0.027096,1.97596,LS+MCMC,005/005358/005358241/dv/kplr005358241-20160209194854_dvr.pdf,5.2e-05,-5.2e-05,20.9,-20.9,0.000733,-0.000426,71.0,21.935596500000003,358640.9230769231,42.77511961722488,0,2747.0,1,3.0,4.873928645087528
